Job name,Company Name,Job description,Key skills
Dot Net Developer,"LTIMindtree Ltd.
     (More Jobs)","Microsoft, .net, Framework, ASP, .net, c#, SQL, Server, ajax, Unit, Testing, oops, concept, xml, ","Microsoft .net Framework , ASP .net c# , SQL Server , ajax , Unit Testing , oops concept , xml "
Full Stack Developer  ( .net ),"HAPPY SQUARE OUTSOURCING SERVICES PVT.LTD.
     (More Jobs)","Asp.net, Core, c#, MVC, Entity, Framework, DevOps, CICD, Oracle, applications, .net, SQL, Angular, HTML, CSS, JavaScript, c#, ASP.net, MVC, Entity, Framework, Angular, HTML, CSS, JavaScript, SQL, Server, Azure, cloud, Azure, App, Service, Azure, Azure, SQL, Azure, DevOps, GitHub, .net, ","Asp.net , Core , c# , MVC , Entity Framework , DevOps , CICD , Oracle applications , .net , SQL , Angular , HTML , CSS , JavaScript , c# , ASP.net MVC , Entity Framework , Angular , HTML , CSS , JavaScript , SQL Server , Azure cloud , Azure App Service , Azure , Azure SQL , Azure DevOps , GitHub , .net "
Frontend developer,"HAPPY SQUARE OUTSOURCING SERVICES PVT.LTD.
     (More Jobs)","JavaScript, CSS, Bootstrap, HTML, CSS, SCSS, CMS, Angular, Vue.js, HTML, CSS, frameworks, Bootstrap, JavaScript, PHP, c#, JavaScript, CSS, Bootstrap, HTML5, CSS3, CSS, SASS, Angular, Vue.js, Azure, ","JavaScript , CSS , Bootstrap , HTML , CSS , SCSS , CMS , Angular , Vue.js , HTML , CSS frameworks , Bootstrap , JavaScript , PHP , c# , JavaScript , CSS , Bootstrap , HTML5 , CSS3 , CSS , SASS , Angular , Vue.js , Azure "
Full stack Developer ( .net ),"HAPPY SQUARE OUTSOURCING SERVICES PVT.LTD.
     (More Jobs)","Asp.net, Core, c#, MVC, Entity, Framework, Angular, 8, Azure, DevOps, CICD, Angular, 8, TypeScript, c#, NET, MVC, HTML, CSS, JavaScript, Bootstrap, Azure, cloud, Azure, App, Service, Azure, Azure, SQL, Azure, DevOps, Azure, DevOps, GitHub, CD, Git, ","Asp.net , Core , c# , MVC , Entity Framework , Angular 8 , Azure DevOps , CICD , Angular 8 , TypeScript , c# , NET , MVC , HTML , CSS , JavaScript , Bootstrap , Azure cloud , Azure App Service , Azure , Azure SQL , Azure DevOps , Azure DevOps , GitHub , CD , Git "
Full  Stack Backend Developer.,"HAPPY SQUARE OUTSOURCING SERVICES PVT.LTD.
     (More Jobs)","c#, ASP.net, Web, React, HTML, CSS, Azure, Azure, Pass, Azure, App, Services, Azure, SQL, Azure, Storage, ASP.net, MVC, Azure, DevOps, ","c# , ASP.net Web , React , HTML , CSS , Azure , Azure Pass , Azure App Services , Azure SQL , Azure Storage , ASP.net MVC , Azure DevOps "
Software Developer,"GENIQUE MANAGEMENT SERVICES PRIVATE LIMITED
     (More Jobs)","java, python, c#, sql, c, c, ++, software, tester, android, ios, html, angular, Javascript, Css, oracle, php, postgres, sdet, .net, asp.net, ETL, Developer, etl, designer, bi, developer, ","java , python , c# , sql , c , c ++ , software tester , android , ios , html , angular , Javascript , Css , oracle , php , postgres , sdet , .net , asp.net , ETL Developer , etl designer , bi developer "
Software Developer - .net  /  MVC,Maxus Technologies Pvt. Ltd.,"fundamentals, ajax, jquery, asp.net, oops, ssrs, mvc, technical, skills, c#, .net, developer, javascript, ","fundamentals , ajax , jquery , asp.net , oops , ssrs , mvc , technical skills , c# , .net developer , javascript "
Senior .net Developer Microservices,rencata,"jquery, asp.net, web, api, mvc, c#, .net, developer, javascript, linq, .net, ","jquery , asp.net , web api , mvc , c# , .net developer , javascript , linq , .net "
Senior .net Developer,general data pvt.ltd,"css, vb.net, ajax, jquery, xml, asp.net, html, c#, .net, developer, user, documentation, web, technologies, ","css , vb.net , ajax , jquery , xml , asp.net , html , c# , .net developer , user documentation , web technologies "
".net Developer ( Sharepoint )  ,  Mumbai",2Soft Solutions Pvt. Ltd.,"net, development, sharepoint, development, dnn, mvc, javascript, c#, .net, developer, asp.net, mysql, ",", net development , sharepoint development , dnn , mvc , javascript , c# , .net developer , asp.net , mysql "
.net DEVELOPER,Headhuntersinc consultancy Private Limited,"c#, .net, developer, html5, triggers, javascript, jquery, asp.net, json, web, api, mvc, object, oriented, programming, forms, ","c# , .net developer , html5 , triggers , javascript , jquery , asp.net , json , web api , mvc , object oriented programming , forms "
.net Developer,Sequretek,"css, html5, ajax, jquery, sql, security, web, api, mvc, c#, .net, developer, information, management, javascript, linq, ","css , html5 , ajax , jquery , sql , security , web api , mvc , c# , .net developer , information management , javascript , linq "
.net DEVELOPER,CONNECTING 2 WORK,"c#, oracle, .net, developer, vb.net, .net, developer, sql, mcsd, infrastructure, .net, software, engineering, ","c# , oracle , .net developer , vb.net , .net developer , sql , mcsd , infrastructure , .net , software engineering "
.net Developer,SP INFOCOM,"vb, .net, c#, .net, .net, developer, asp, .net, .net, technical, skills, sql, ","vb .net , c# .net , .net developer , asp .net , .net , technical skills , sql "
.net Developer,SofSter,"c#, rest, .net, developer, software, design, html5, team, player, asp.net, .net, visual, basic, mvc, ","c# , rest , .net developer , software design , html5 , team player , asp.net , .net , visual basic , mvc "
.net Developer,Latlon Technologies,"c#, rest, .net, developer, sql, database, mysql, server, asp.net, .net, debugging, mvc, ","c# , rest , .net developer , sql , database , mysql server , asp.net , .net , debugging , mvc "
DOTNET Developer,Konjoin Technologies,".net, technologies, storage, vb.net, database, git, c#, rest, .net, developer, problem, solving, svn, windows, infrastructure, .net, ",".net technologies , storage , vb.net , database , git , c# , rest , .net developer , problem solving , svn , windows , infrastructure , .net "
SharePoint Developer,rheinbrücke it consulting pvt ltd,"c#, css, sharepoint, developer, sharepoint, team, player, jquery, javascript, security, xml, sharepoint, server, asp.net, debugging, html, ","c# , css , sharepoint developer , sharepoint , team player , jquery , javascript , security , xml , sharepoint server , asp.net , debugging , html "
.net Developer,isarvang p. ltd.,"c#, css, .net, developer, vb.net, windows, javascript, visual, studio, sql, softwarerequirements, asp.net, html, crm, ","c# , css , .net developer , vb.net , windows , javascript , visual studio , sql , softwarerequirements , asp.net , html , crm "
.net Developer,CONNECTING 2 WORK,"software, design, html5, asp.net, visual, basic, mvc, c#, rest, .net, developer, team, player, .net, ","software design , html5 , asp.net , visual basic , mvc , c# , rest , .net developer , team player , .net "
.net Developer,CONNECTING 2 WORK,"c#, oracle, .net, developer, vb.net, sql, mcsd, infrastructure, .net, software, engineering, ","c# , oracle , .net developer , vb.net , sql , mcsd , infrastructure , .net , software engineering "
Dot Net Developer,"BitByBit Solutions
     (More Jobs)",".net, dot, net, dotnet, core, React, js, Restful, API, ASP.net, Azure, DevOps, c#, Web, API, Javascript, frameworks, JQuery, Angular, ReactJS, LinkQ, Entity, Framework, MVC, ORM, agile, ",".net , dot net , dotnet core , React js , Restful API , ASP.net , Azure , DevOps , c# , Web API , Javascript frameworks , JQuery , Angular , ReactJS , LinkQ , Entity Framework , MVC , ORM , agile "
Full Stack Web Developer,"GENIQUE MANAGEMENT SERVICES PRIVATE LIMITED
     (More Jobs)","full, stack, java, Html, css, .net, javascript, php, Database, sql, oracle, reactjs, angularjs, Bootstrap, c#, asp.net, nodejs, Mongodb, Python, ","full stack , java , Html , css , .net , javascript , php , Database , sql , oracle , reactjs , angularjs , Bootstrap , c# , asp.net , nodejs , Mongodb , Python "
Full Stack Developer,"GENIQUE MANAGEMENT SERVICES PRIVATE LIMITED
     (More Jobs)","java, react, javasc, css, html, angular, php, jquery, c#, Mean, Stack, Mern, Stack, Full, Stack, LAMP, Lamp, Stack, python, Python, Scripting, Sql, Saas, AWS, Azure, GCP, Oracle, ","java , react , javasc , css , html , angular , php , jquery , c# , Mean Stack , Mern Stack , Full Stack , LAMP , Lamp Stack , python , Python Scripting , Sql , Saas , AWS , Azure , GCP , Oracle "
Programmer,alliance recruitment agency,"c#, css, .net, developer, director, vb.net, windows, javascript, asp.net, html, ","c# , css , .net developer , director , vb.net , windows , javascript , asp.net , html "
Software Engineer  ( .net Developer ),GD Research Center Pvt. Ltd.,"bug, fixing, ajax, t-sql, jquery, asp.net, oops, software, engineer, mvc, endeca, c#, .net, developer, javascript, database, programming, .net, ","bug fixing , ajax , t-sql , jquery , asp.net , oops , software engineer , mvc , endeca , c# , .net developer , javascript , database programming , .net "
.net Developer job in Thne,crescendo global,"net, core, angular, cloud, technologies, agile, methodologies, sdlc, phases, odata, devops, asp.net, software, engineer, c#, .net, developer, microsoft, azure, ",", net core , angular , cloud technologies , agile methodologies , sdlc phases , odata , devops , asp.net , software engineer , c# , .net developer , microsoft azure "
DotNet Developer,Antilog Vacations,"css, software, design, html5, ado.net, asp.net, html, visual, basic, mvc, c#, rest, .net, developer, team, player, .net, software, developer, ","css , software design , html5 , ado.net , asp.net , html , visual basic , mvc , c# , rest , .net developer , team player , .net , software developer "
".net Developer ,  Bangalore",2Soft Solutions Pvt. Ltd.,"application, architecting, designing, development, implementation, microsoft, technologies, c#, .net, developer, problem, solving, javascript, written, communication, asp.net, oops, html, ","application architecting , designing , development , implementation , microsoft technologies , c# , .net developer , problem solving , javascript , written communication , asp.net , oops , html "
Dotnet Umbraco Developer,ikomet Technology Solutions Pvt. Ltd.,"c#, .net, developer, entity, framework, html5, mvc, architecture, bootstrap, javascript, jquery, linq, umbraco, .net, debugging, mvc, api, ","c# , .net developer , entity framework , html5 , mvc architecture , bootstrap , javascript , jquery , linq , umbraco , .net , debugging , mvc , api "
Microsoft Sharepoint Developer,aavishkar group,"sharepoint, biztalk, server, sharepoint, development, xml, asp.net, c#, sharepoint, developer, sharepoint, designer, microsoft.net, microsoft, office, sharepoint, server, written, communication, forms, ","sharepoint , biztalk server , sharepoint development , xml , asp.net , c# , sharepoint developer , sharepoint designer , microsoft.net , microsoft office sharepoint server , written communication , forms "
.net Developer,ssoft solutions,"c#, css, .net, developer, asp, .net, team, player, javascript, sql, database, java, xml, html, object, oriented, programming, ","c# , css , .net developer , asp .net , team player , javascript , sql , database , java , xml , html , object oriented programming "
.net Developer,Zon Innovative IT Solutions Pvt Ltd,"c#, css, .net, developer, entity, framework, ado.net, svn, javascript, jquery, linq, git, asp.net, web, api, html, windows, azure, ","c# , css , .net developer , entity framework , ado.net , svn , javascript , jquery , linq , git , asp.net , web api , html , windows azure "
.net Developer,engenia technologies pvt ltd,"c#, css, .net, developer, html5, entity, framework, jquery, sql, database, management, asp.net, .net, json, html, mvc, crm, ","c# , css , .net developer , html5 , entity framework , jquery , sql , database management , asp.net , .net , json , html , mvc , crm "
.net Developer,Brightcode Software Services Pvt. Ltd.,"c#, css, .net, developer, entity, framework, html5, ado.net, ajax, javascript, sql, database, linq, oops, asp.net, multithreading, mvc, ","c# , css , .net developer , entity framework , html5 , ado.net , ajax , javascript , sql , database , linq , oops , asp.net , multithreading , mvc "
.net Developer,infomagine softwares pvt. ltd,"c#, fundamentals, .net, developer, html5, problem, solving, bootstrap, javascript, jquery, database, asp.net, debugging, mysql, mvc, angularjs, ","c# , fundamentals , .net developer , html5 , problem solving , bootstrap , javascript , jquery , database , asp.net , debugging , mysql , mvc , angularjs "
.net Developer  MNC,Headhuntersinc consultancy Private Limited,"c#, css, .net, developer, javascript, jquery, sql, asp.net, .net, html, mvc, software, developer, ","c# , css , .net developer , javascript , jquery , sql , asp.net , .net , html , mvc , software developer "
Dotnet / .net Developer,E Hook Systems,"c#, delphi, .net, developer, entity, framework, mvc, architecture, jquery, odata, java, asp.net, .net, mvc, technical, skills, ","c# , delphi , .net developer , entity framework , mvc architecture , jquery , odata , java , asp.net , .net , mvc , technical skills "
.net Core Developer,ADROIT LEARNING AND MANPOWER PVT LTD,"c#, rest, .net, developer, html5, asp.net, .net, visual, basic, web, api, mvc, ","c# , rest , .net developer , html5 , asp.net , .net , visual basic , web api , mvc "
Jr .net Developer,outsource2india,"c#, css, .net, developer, entity, framework, telerik, kendo, ui, javascript, asp.net, .net, web, api, html, mvc, ","c# , css , .net developer , entity framework , telerik , kendo ui , javascript , asp.net , .net , web api , html , mvc "
Dot Net Developer,CONNECTING 2 WORK,"c#, rest, .net, developer, software, design, html5, asp.net, .net, visual, basic, mvc, ","c# , rest , .net developer , software design , html5 , asp.net , .net , visual basic , mvc "
Dot Net Developer,CONNECTING 2 WORK,"c#, rest, .net, developer, software, design, html5, asp.net, .net, visual, basic, mvc, ","c# , rest , .net developer , software design , html5 , asp.net , .net , visual basic , mvc "
Dot Net Developer,CONNECTING 2 WORK,"c#, rest, .net, developer, software, design, html5, asp.net, .net, visual, basic, mvc, ","c# , rest , .net developer , software design , html5 , asp.net , .net , visual basic , mvc "
Dot Net Developer,iPowerFour,"c#, oracle, .net, developer, asp.net, .net, problem, solving, mvc, object, oriented, programming, ","c# , oracle , .net developer , asp.net , .net , problem solving , mvc , object oriented programming "
.net Core Developer,Angel and Genie,"storage, docker, database, git, c#, rest, .net, developer, entity, framework, problem, solving, team, player, infrastructure, .net, ","storage , docker , database , git , c# , rest , .net developer , entity framework , problem solving , team player , infrastructure , .net "
.net Developer,alliance recruitment agency,"microsoft, technologies, t-sql, mvvm, microsoft, .net, data, structures, c#, .net, developer, entity, framework, telerik, windows, triggers, linq, c#.net, reporting, tools, ","microsoft technologies , t-sql , mvvm , microsoft .net , data structures , c# , .net developer , entity framework , telerik , windows , triggers , linq , c#.net , reporting tools "
EDI Developer,BUSISOL SOURCING INDIA PVT. LTD,"information, technology, xsd, vb.net, biztalk, server, sql, xml, json, web, development, api, c#, .net, developer, edifact, ansi, x12, edi, visual, studio, .net, ","information technology , xsd , vb.net , biztalk server , sql , xml , json , web development , api , c# , .net developer , edifact , ansi x12 , edi , visual studio , .net "
.net Developer,virtual engineering services pvt. ltd.,"css, html5, vb.net, devops, html, c#, .net, developer, javascript, visual, studio, linq, .net, windows, communication, foundation, ado.net, microsoft, .net, oops, mvc, rest, entity, framework, ","css , html5 , vb.net , devops , html , c# , .net developer , javascript , visual studio , linq , .net , windows communication foundation , ado.net , microsoft .net , oops , mvc , rest , entity framework "
